,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
28,2021-03-06,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,León,39.0,,Guillermo Ochoa,4-2-3-1,Eduardo Basulto,Match Report,,12,2,,0,1,2021,America
29,2021-03-14,20:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,3,0,Guadalajara,53.0,,Guillermo Ochoa,4-2-3-1,Marco Antonio Nava,Match Report,,16,8,,0,0,2021,America
30,2021-03-19,20:00,Liga MX,Guardianes 2021 Regular Season,Fri,Away,W,1,0,Mazatlán,49.0,10159.0,Guillermo Ochoa,4-2-3-1,Diego Montaño,Match Report,,16,2,,0,0,2021,America
31,2021-04-03,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Necaxa,66.0,,Guillermo Ochoa,4-2-3-1,Erick Yair Miranda,Match Report,,11,7,,0,0,2021,America
32,2021-04-10,21:05,Liga MX,Guardianes 2021 Regular Season,Sat,Away,W,3,1,UANL,51.0,,Guillermo Ochoa,4-3-3,César Arturo Ramos,Match Report,,13,5,,0,0,2021,America
33,2021-04-17,21:05,Liga MX,Guardianes 2021 Regular Season,Sat,Home,D,1,1,Cruz Azul,43.0,,Guillermo Ochoa,4-1-4-1,Fernando Guerrero,Match Report,,11,3,,1,1,2021,America
34,2021-04-25,17:30,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,1,3,Toluca,62.0,,Guillermo Ochoa,4-1-4-1,Óscar Macias,Match Report,,12,3,,1,1,2021,America
35,2021-05-02,21:05,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,1,0,UNAM,47.0,,Guillermo Ochoa,4-1-4-1,César Arturo Ramos,Match Report,,14,3,,0,0,2021,America
36,2021-05-13,19:00,Liga MX,Quarter-finals,Thu,Away,L,1,3,Pachuca,58.0,9053.0,Guillermo Ochoa,4-1-4-1,Eduardo Basulto,Match Report,Leg 1 of 2,11,5,,0,0,2021,America
37,2021-05-16,20:05,Liga MX,Quarter-finals,Sun,Home,W,4,2,Pachuca,63.0,16564.0,Guillermo Ochoa,4-2-3-1,Fernando Guerrero,Match Report,Leg 2 of 2; Pachuca won,21,9,,1,1,2021,America
0,2020-07-25,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,D,0,0,Guadalajara,58.0,,Luis Montes,4-1-3-2,Jorge Rojas,Match Report,,13,4,,0,0,2021,Leon
1,2020-08-03,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,1,0,Monterrey,67.0,,Luis Montes,4-4-2,Fernando Guerrero,Match Report,,13,2,,0,0,2021,Leon
2,2020-08-08,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,0,2,Cruz Azul,66.0,,Luis Montes,4-2-3-1,César Arturo Ramos,Match Report,,13,3,,0,0,2021,Leon
3,2020-08-11,19:00,Liga MX,Guardianes 2020 Regular Season,Tue,Away,W,1,0,Pachuca,55.0,,Luis Montes,4-2-3-1,Eduardo Basulto,Match Report,,16,6,,0,0,2021,Leon
4,2020-08-17,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,2,1,Tijuana,61.0,,Luis Montes,4-2-3-1,Erick Yair Miranda,Match Report,,10,4,,0,0,2021,Leon
5,2020-08-21,20:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,D,0,0,FC Juárez,55.0,,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,,13,3,,0,0,2021,Leon
6,2020-08-31,21:05,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,2,1,Atlas,73.0,,Luis Montes,4-2-3-1,Adonai Escobedo,Match Report,,18,3,,0,0,2021,Leon
7,2020-09-04,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,W,2,0,Necaxa,68.0,,Luis Montes,4-4-2,Luis Santander,Match Report,,16,5,,2,2,2021,Leon
8,2020-09-09,17:00,Liga MX,Guardianes 2020 Regular Season,Wed,Home,D,1,1,UANL,58.0,,Luis Montes,4-4-2,Fernando Hernández,Match Report,,10,7,,0,0,2021,Leon
9,2020-09-13,19:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,W,3,2,Querétaro,69.0,,Luis Montes,4-4-2,Marco Antonio Nava,Match Report,,12,7,,0,0,2021,Leon
10,2020-09-21,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,2,0,UNAM,75.0,,Luis Montes,4-4-2,César Arturo Ramos,Match Report,,20,13,,1,1,2021,Leon
11,2020-09-27,17:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,W,2,0,Atlético,64.0,,Luis Montes,4-2-3-1,Óscar Macias,Match Report,,14,5,,0,0,2021,Leon
12,2020-10-02,21:30,Liga MX,Guardianes 2020 Regular Season,Fri,Home,W,2,1,Mazatlán,73.0,,Luis Montes,4-2-3-1,Erick Yair Miranda,Match Report,,14,7,,1,1,2021,Leon
13,2020-10-19,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,3,2,América,51.0,,Luis Montes,4-2-3-1,César Arturo Ramos,Match Report,,17,8,,0,0,2021,Leon
14,2020-10-23,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,W,2,1,Puebla,61.0,,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,,11,2,,0,0,2021,Leon
15,2020-11-02,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,2,1,Santos,61.0,,Luis Montes,4-2-3-1,Oscar Mejia,Match Report,,15,6,,0,0,2021,Leon
16,2020-11-08,12:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,D,2,2,Toluca,46.0,,Luis Montes,4-2-3-1,Diego Montaño,Match Report,,9,2,,0,0,2021,Leon
17,2020-11-25,19:00,Liga MX,Quarter-finals,Wed,Away,L,1,2,Puebla,71.0,,Luis Montes,4-2-3-1,Erick Yair Miranda,Match Report,Leg 1 of 2,13,7,,1,1,2021,Leon
18,2020-11-28,19:00,Liga MX,Quarter-finals,Sat,Home,W,2,0,Puebla,71.0,,Luis Montes,4-2-3-1,César Arturo Ramos,Match Report,Leg 2 of 2; León won,14,8,,0,0,2021,Leon
19,2020-12-02,21:05,Liga MX,Semi-finals,Wed,Away,D,1,1,Guadalajara,62.0,,Luis Montes,4-2-3-1,Marco Antonio Nava,Match Report,Leg 1 of 2,20,3,,0,0,2021,Leon
20,2020-12-05,21:00,Liga MX,Semi-finals,Sat,Home,W,1,0,Guadalajara,42.0,,Luis Montes,4-2-3-1,Diego Montaño,Match Report,Leg 2 of 2; León won,10,4,,0,0,2021,Leon
21,2020-12-10,21:00,Liga MX,Finals,Thu,Away,D,1,1,UNAM,53.0,,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,Leg 1 of 2,10,2,,0,0,2021,Leon
22,2020-12-13,20:30,Liga MX,Finals,Sun,Home,W,2,0,UNAM,41.0,,Juan Ignacio González,4-2-3-1,Jorge Pérez,Match Report,Leg 2 of 2; León won,10,4,,0,0,2021,Leon
23,2021-01-09,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,2,UANL,61.0,,Rodolfo Cota,4-4-2,Juan Esquivel,Match Report,,10,4,,0,0,2021,Leon
24,2021-01-18,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,D,0,0,Pachuca,56.0,,Luis Montes,4-4-2,Jorge Rojas,Match Report,,6,1,,0,0,2021,Leon
25,2021-02-01,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,W,3,1,Atlético,71.0,,Luis Montes,4-4-2,Adonai Escobedo,Match Report,,15,9,,0,0,2021,Leon
26,2021-02-08,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,L,1,3,Guadalajara,61.0,,Luis Montes,4-4-2,Fernando Guerrero,Match Report,,17,5,,0,0,2021,Leon
27,2021-02-12,19:06,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,2,Tijuana,58.0,,Luis Montes,4-4-2,Jorge Pérez,Match Report,,13,4,,0,0,2021,Leon
28,2021-02-21,12:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,1,0,UNAM,60.0,,Luis Montes,4-4-2,Marco Ortíz,Match Report,,11,4,,0,0,2021,Leon
29,2021-02-27,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,L,0,1,Cruz Azul,65.0,,Fernando Navarro Morán,4-2-3-1,Oscar Mejia,Match Report,,9,1,,0,0,2021,Leon
30,2021-03-02,21:00,Liga MX,Guardianes 2021 Regular Season,Tue,Home,L,1,2,Puebla,64.0,,Fernando Navarro Morán,4-2-3-1,Óscar Macias,Match Report,,10,6,,1,1,2021,Leon
31,2021-03-06,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,1,2,América,61.0,,Fernando Navarro Morán,4-4-2,Eduardo Basulto,Match Report,,6,1,,0,0,2021,Leon
32,2021-03-10,21:00,Liga MX,Guardianes 2021 Regular Season,Wed,Away,D,1,1,Monterrey,54.0,,Fernando Navarro Morán,4-3-3,Luis Santander,Match Report,,8,3,,0,0,2021,Leon
33,2021-03-15,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,W,3,1,Necaxa,71.0,,Luis Montes,4-3-3,Fernando Hernández,Match Report,,10,3,,0,0,2021,Leon
34,2021-03-21,19:06,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,2,1,Santos,52.0,,Luis Montes,4-3-3,Oscar Mejia,Match Report,,13,8,,1,1,2021,Leon
35,2021-04-04,21:05,Liga MX,Guardianes 2021 Regular Season,Sun,Home,W,2,1,Toluca,63.0,,Luis Montes,4-2-3-1,Diego Montaño,Match Report,,17,8,,0,1,2021,Leon
36,2021-04-10,17:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,W,3,1,Atlas,56.0,,Luis Montes,4-4-2,Luis Santander,Match Report,,13,6,,0,0,2021,Leon
37,2021-04-19,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,W,2,0,FC Juárez,67.0,,Luis Montes,4-2-3-1,Óscar Macias,Match Report,,17,2,,0,0,2021,Leon
38,2021-04-23,20:35,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,3,4,Mazatlán,58.0,,Luis Montes,4-2-3-1,César Arturo Ramos,Match Report,,16,5,,0,0,2021,Leon
39,2021-05-01,17:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Querétaro,61.0,4888.0,Rodolfo Cota,4-4-2,Jorge Rojas,Match Report,,16,3,,2,2,2021,Leon
40,2021-05-09,19:00,Liga MX,Reclassification,Sun,Home,D,2 (2),2 (4),Toluca,59.0,7637.0,Rodolfo Cota,4-2-3-1,Luis Santander,Match Report,Toluca won on penalty kicks following extra time,19,9,,0,0,2021,Leon
0,2020-07-28,19:00,Liga MX,Guardianes 2020 Regular Season,Tue,Home,W,3,1,Toluca,48.0,,Dorlan Pabón,4-3-3,Alejandro Funk,Match Report,,20,6,,0,0,2021,Monterrey
1,2020-08-03,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Away,L,0,1,León,33.0,,Nicolás Sanchez,5-3-2,Fernando Guerrero,Match Report,,13,1,,0,0,2021,Monterrey
2,2020-08-08,19:06,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,2,2,Santos,56.0,,Dorlan Pabón,4-3-3,Marco Antonio Nava,Match Report,,27,9,,0,0,2021,Monterrey
3,2020-08-12,21:00,Liga MX,Guardianes 2020 Regular Season,Wed,Away,D,1,1,UNAM,52.0,,Dorlan Pabón,5-3-2,Diego Montaño,Match Report,,15,5,,1,1,2021,Monterrey
4,2020-08-15,21:06,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,1,1,Necaxa,56.0,,Nicolás Sanchez,4-3-3,Eduardo Basulto,Match Report,,19,9,,0,0,2021,Monterrey
5,2020-08-22,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,3,1,América,43.0,,Dorlan Pabón,4-3-3,Fernando Guerrero,Match Report,,8,7,,1,1,2021,Monterrey
6,2020-08-30,21:06,Liga MX,Guardianes 2020 Regular Season,Sun,Home,W,2,1,FC Juárez,46.0,,Dorlan Pabón,4-3-3,César Arturo Ramos,Match Report,,15,5,,0,0,2021,Monterrey
7,2020-09-04,19:06,Liga MX,Guardianes 2020 Regular Season,Fri,Away,L,1,2,Tijuana,51.0,,Dorlan Pabón,4-3-3,Jorge Pérez,Match Report,,18,4,,0,0,2021,Monterrey
8,2020-09-08,19:06,Liga MX,Guardianes 2020 Regular Season,Tue,Home,D,1,1,Atlas,51.0,,Dorlan Pabón,4-4-2,Jorge Rojas,Match Report,,11,2,,0,0,2021,Monterrey
9,2020-09-14,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Away,D,1,1,Pachuca,32.0,,Nicolás Sanchez,4-4-2,Luis Santander,Match Report,,7,3,,0,0,2021,Monterrey
10,2020-09-20,19:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,W,2,1,Atlético,36.0,,Nicolás Sanchez,5-3-2,Marco Antonio Nava,Match Report,,11,4,,0,0,2021,Monterrey
11,2020-09-26,21:06,Liga MX,Guardianes 2020 Regular Season,Sat,Home,L,0,2,UANL,52.0,,Nicolás Sanchez,3-4-1-2,Oscar Mejia,Match Report,,22,5,,0,0,2021,Monterrey
12,2020-10-04,19:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,W,2,1,Querétaro,55.0,,Nicolás Sanchez,,Fernando Guerrero,Match Report,,12,4,,0,0,2021,Monterrey
13,2020-10-17,17:06,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,3,1,Puebla,46.0,,Nicolás Sanchez,4-4-2,Oscar Mejia,Match Report,,15,6,,1,1,2021,Monterrey
14,2020-10-24,20:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,2,1,Mazatlán,40.0,,Nicolás Sanchez,4-4-2,Jorge Rojas,Match Report,,6,3,,1,1,2021,Monterrey
15,2020-10-31,21:06,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,1,0,Cruz Azul,49.0,,Nicolás Sanchez,4-2-3-1,Luis Santander,Match Report,,19,8,,0,0,2021,Monterrey
16,2020-11-07,17:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,1,3,Guadalajara,33.0,,Dorlan Pabón,4-4-2,Fernando Hernández,Match Report,,11,5,,0,0,2021,Monterrey
17,2020-11-22,21:10,Liga MX,Reclassification,Sun,Home,D,2 (2),2 (4),Puebla,56.0,,Nicolás Sanchez,4-1-3-2,Fernando Guerrero,Match Report,Puebla won on penalty kicks following extra time,12,4,,2,2,2021,Monterrey
18,2021-01-09,17:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,W,2,0,Atlas,48.0,,Hugo González Durán,4-3-3,Oscar Mejia,Match Report,,16,5,,1,1,2021,Monterrey
19,2021-01-16,21:06,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,1,0,América,48.0,,Hugo González Durán,4-3-3,Jorge Pérez,Match Report,,10,4,,1,1,2021,Monterrey
20,2021-02-02,21:00,Liga MX,Guardianes 2021 Regular Season,Tue,Away,D,0,0,Puebla,50.0,,Nicolás Sanchez,4-3-3,Saul Silva,Match Report,,16,7,,0,0,2021,Monterrey
21,2021-02-06,21:06,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,1,0,UNAM,63.0,,Nicolás Sanchez,4-3-3,Eduardo Basulto,Match Report,,15,7,,0,0,2021,Monterrey
22,2021-02-14,19:06,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,0,1,Santos,53.0,,Hugo González Durán,4-3-3,César Arturo Ramos,Match Report,,18,1,,0,0,2021,Monterrey
23,2021-02-19,19:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,D,1,1,Necaxa,51.0,,Hugo González Durán,3-4-3,Luis Santander,Match Report,,11,3,,0,0,2021,Monterrey
24,2021-02-28,17:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,D,1,1,Tijuana,40.0,,Hugo González Durán,4-3-3,Fernando Guerrero,Match Report,,10,5,,0,0,2021,Monterrey
25,2021-03-03,18:00,Liga MX,Guardianes 2021 Regular Season,Wed,Away,W,6,1,FC Juárez,47.0,5211.0,Nicolás Sanchez,4-3-3,Diego Montaño,Match Report,,19,10,,0,0,2021,Monterrey
26,2021-03-06,19:06,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Querétaro,50.0,,Nicolás Sanchez,4-3-3,Óscar Macias,Match Report,,12,4,,1,1,2021,Monterrey
27,2021-03-10,21:00,Liga MX,Guardianes 2021 Regular Season,Wed,Home,D,1,1,León,46.0,,Hugo González Durán,4-3-3,Luis Santander,Match Report,,10,2,,1,1,2021,Monterrey
28,2021-03-13,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,1,Cruz Azul,51.0,,Nicolás Sanchez,4-4-2,Adonai Escobedo,Match Report,,8,3,,0,0,2021,Monterrey
29,2021-04-03,21:06,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,0,Atlético,56.0,,Dorlan Pabón,4-3-3,Luis Santander,Match Report,,16,9,,0,0,2021,Monterrey
30,2021-04-11,12:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,2,1,Toluca,31.0,,Hugo González Durán,4-3-3,Fernando Guerrero,Match Report,,16,8,,0,0,2021,Monterrey
31,2021-04-18,21:06,Liga MX,Guardianes 2021 Regular Season,Sun,Home,L,0,1,Pachuca,53.0,,Hugo González Durán,4-3-3,Jorge Pérez,Match Report,,23,6,,0,1,2021,Monterrey
32,2021-04-21,21:00,Liga MX,Guardianes 2021 Regular Season,Wed,Home,L,1,2,Guadalajara,46.0,,Hugo González Durán,4-2-3-1,Eduardo Basulto,Match Report,,12,5,,0,0,2021,Monterrey
33,2021-04-24,21:10,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,1,2,UANL,42.0,,Hugo González Durán,5-4-1,Marco Ortíz,Match Report,,12,5,,0,0,2021,Monterrey
34,2021-05-01,21:06,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,1,0,Mazatlán,53.0,,Nicolás Sanchez,4-3-3,Oscar Mejia,Match Report,,25,6,,0,0,2021,Monterrey
35,2021-05-13,21:05,Liga MX,Quarter-finals,Thu,Away,L,1,2,Santos,50.0,9667.0,Nicolás Sanchez,5-3-2,Jorge Rojas,Match Report,Leg 1 of 2,13,3,,0,0,2021,Monterrey
36,2021-05-16,18:00,Liga MX,Quarter-finals,Sun,Home,D,1,1,Santos,44.0,15743.0,Nicolás Sanchez,4-4-2◆,César Arturo Ramos,Match Report,Leg 2 of 2; Santos won,17,5,,0,0,2021,Monterrey
0,2020-07-24,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,W,3,0,Necaxa,60.0,,Guido Pizarro,4-4-2,Eduardo Basulto,Match Report,,17,5,,0,0,2021,UANL
1,2020-08-01,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,1,1,Pachuca,65.0,,Guido Pizarro,4-4-2,César Arturo Ramos,Match Report,,18,3,,0,0,2021,UANL
2,2020-08-06,19:06,Liga MX,Guardianes 2020 Regular Season,Thu,Away,D,0,0,Tijuana,49.0,,Guido Pizarro,4-4-2,Fernando Guerrero,Match Report,,10,4,,0,0,2021,UANL
3,2020-08-11,21:00,Liga MX,Guardianes 2020 Regular Season,Tue,Home,W,2,1,Puebla,50.0,,Guido Pizarro,4-4-2,Erick Yair Miranda,Match Report,,6,4,,1,1,2021,UANL
4,2020-08-16,12:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,2,3,Toluca,51.0,,Guido Pizarro,4-4-1-1,Jorge Rojas,Match Report,,16,6,,1,1,2021,UANL
5,2020-08-22,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,1,1,UNAM,56.0,,Guido Pizarro,4-2-2-2,Jorge Pérez,Match Report,,8,4,,0,0,2021,UANL
6,2020-08-28,20:35,Liga MX,Guardianes 2020 Regular Season,Fri,Away,D,1,1,Mazatlán,53.0,,Guido Pizarro,4-2-2-2,Oscar Mejia,Match Report,,13,3,,0,0,2021,UANL
7,2020-09-05,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,L,1,3,Guadalajara,65.0,,Guido Pizarro,4-4-1-1,Fernando Guerrero,Match Report,,14,4,,0,0,2021,UANL
8,2020-09-09,17:00,Liga MX,Guardianes 2020 Regular Season,Wed,Away,D,1,1,León,42.0,,Guido Pizarro,4-4-2,Fernando Hernández,Match Report,,19,10,,0,0,2021,UANL
9,2020-09-12,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,2,0,Santos,53.0,,André-Pierre Gignac,4-4-1-1,César Arturo Ramos,Match Report,,17,8,,0,0,2021,UANL
10,2020-09-19,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,3,0,Querétaro,79.0,,Guido Pizarro,3-4-3,Erick Yair Miranda,Match Report,,22,7,,0,0,2021,UANL
11,2020-09-26,21:06,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,2,0,Monterrey,48.0,,Guido Pizarro,3-4-3,Oscar Mejia,Match Report,,6,3,,0,0,2021,UANL
12,2020-10-03,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,3,0,Atlético,70.0,,Guido Pizarro,3-4-1-2,Fernando Hernández,Match Report,,17,7,,1,1,2021,UANL
13,2020-10-17,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,2,0,Cruz Azul,54.0,,Guido Pizarro,3-4-1-2,Eduardo Basulto,Match Report,,12,5,,0,0,2021,UANL
14,2020-10-24,20:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,1,1,FC Juárez,65.0,,Guido Pizarro,3-4-1-2,Jorge Pérez,Match Report,,20,4,,0,0,2021,UANL
15,2020-11-01,17:30,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,1,3,América,56.0,,Guido Pizarro,3-4-3,Marco Antonio Nava,Match Report,,12,5,,0,0,2021,UANL
16,2020-11-07,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,1,1,Atlas,55.0,,André-Pierre Gignac,4-4-2,Jorge Rojas,Match Report,,16,6,,0,0,2021,UANL
17,2020-11-22,19:00,Liga MX,Reclassification,Sun,Home,W,2,1,Toluca,47.0,,Guido Pizarro,3-4-3,Fernando Hernández,Match Report,,12,7,,0,0,2021,UANL
18,2020-11-26,19:00,Liga MX,Quarter-finals,Thu,Home,L,1,3,Cruz Azul,72.0,,Guido Pizarro,4-4-2,Diego Montaño,Match Report,Leg 1 of 2,17,6,,0,0,2021,UANL
19,2020-11-29,18:30,Liga MX,Quarter-finals,Sun,Away,W,1,0,Cruz Azul,71.0,,Guido Pizarro,4-2-3-1,Marco Antonio Nava,Match Report,Leg 2 of 2; Cruz Azul won,24,3,,0,0,2021,UANL
20,2021-01-09,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,0,León,39.0,,Guido Pizarro,4-4-2,Juan Esquivel,Match Report,,23,9,,0,0,2021,UANL
21,2021-01-17,19:06,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,0,2,Santos,60.0,,Guido Pizarro,4-4-2,Fernando Guerrero,Match Report,,12,5,,0,1,2021,UANL
22,2021-01-23,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,W,2,0,Atlas,49.0,,Guido Pizarro,4-3-3,Erick Yair Miranda,Match Report,,4,2,,0,0,2021,UANL
23,2021-01-28,21:00,Liga MX,Guardianes 2021 Regular Season,Thu,Home,D,1,1,Necaxa,74.0,,Guido Pizarro,4-2-3-1,Fernando Hernández,Match Report,,15,7,,0,0,2021,UANL
24,2021-02-17,21:00,Liga MX,Guardianes 2021 Regular Season,Wed,Home,L,0,2,Cruz Azul,70.0,,Guido Pizarro,4-4-2,Erick Yair Miranda,Match Report,,15,7,,0,0,2021,UANL
25,2021-02-21,19:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,W,3,2,Tijuana,44.0,,Guido Pizarro,4-4-2,Fernando Hernández,Match Report,,11,5,,0,0,2021,UANL
26,2021-02-25,21:00,Liga MX,Guardianes 2021 Regular Season,Thu,Away,D,2,2,Atlético,71.0,,Guido Pizarro,4-2-3-1,Diego Montaño,Match Report,,13,7,,0,0,2021,UANL
27,2021-03-02,19:00,Liga MX,Guardianes 2021 Regular Season,Tue,Home,L,0,1,Toluca,66.0,,Guido Pizarro,4-2-3-1,Marco Antonio Nava,Match Report,,13,4,,0,0,2021,UANL
28,2021-03-05,21:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,D,1,1,Puebla,58.0,,Guido Pizarro,4-2-3-1,Oscar Mejia,Match Report,,15,4,,1,1,2021,UANL
29,2021-03-13,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,L,1,2,Mazatlán,53.0,,Guido Pizarro,4-4-2,Óscar Macias,Match Report,,10,1,,0,1,2021,UANL
30,2021-03-18,20:00,Liga MX,Guardianes 2021 Regular Season,Thu,Away,L,0,1,Pachuca,63.0,,Guido Pizarro,4-4-2,Jorge Pérez,Match Report,,8,0,,0,0,2021,UANL
31,2021-04-04,19:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,1,0,Querétaro,62.0,,Guido Pizarro,4-4-2,Mario Vargas,Match Report,,20,5,,0,0,2021,UANL
32,2021-04-10,21:05,Liga MX,Guardianes 2021 Regular Season,Sat,Home,L,1,3,América,49.0,,Guido Pizarro,4-4-2,César Arturo Ramos,Match Report,,8,3,,0,0,2021,UANL
33,2021-04-14,20:00,Liga MX,Guardianes 2021 Regular Season,Wed,Away,W,3,2,FC Juárez,69.0,,Guido Pizarro,4-4-2,Erick Yair Miranda,Match Report,,12,6,,0,0,2021,UANL
34,2021-04-18,12:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,D,0,0,UNAM,56.0,,Guido Pizarro,4-4-2,Adonai Escobedo,Match Report,,9,3,,0,0,2021,UANL
35,2021-04-24,21:10,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Monterrey,59.0,,Guido Pizarro,4-2-3-1,Marco Ortíz,Match Report,,10,6,,1,1,2021,UANL
36,2021-05-01,17:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,D,0,0,Guadalajara,50.0,11076.0,Guido Pizarro,5-3-2,Óscar Macias,Match Report,,13,1,,0,0,2021,UANL
37,2021-05-08,19:00,Liga MX,Reclassification,Sat,Away,L,0,1,Atlas,57.0,,Guido Pizarro,4-4-2,César Arturo Ramos,Match Report,,15,7,,0,0,2021,UANL
0,2020-07-25,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,0,2,Cruz Azul,32.0,,Julio Furch,5-3-2,Fernando Hernández,Match Report,,7,1,,0,0,2021,Santos Laguna
1,2020-08-02,19:06,Liga MX,Guardianes 2020 Regular Season,Sun,Home,W,2,0,Guadalajara,40.0,,Julio Furch,4-4-2,Eduardo Basulto,Match Report,,19,6,,0,0,2021,Santos Laguna
2,2020-08-08,19:06,Liga MX,Guardianes 2020 Regular Season,Sat,Away,D,2,2,Monterrey,45.0,,Julio Furch,5-3-2,Marco Antonio Nava,Match Report,,14,7,,0,1,2021,Santos Laguna
3,2020-08-13,21:00,Liga MX,Guardianes 2020 Regular Season,Thu,Away,L,1,3,América,45.0,,Julio Furch,5-3-2,Fernando Hernández,Match Report,,15,5,,1,1,2021,Santos Laguna
4,2020-08-16,19:06,Liga MX,Guardianes 2020 Regular Season,Sun,Home,D,0,0,Atlas,64.0,,Julio Furch,4-2-3-1,Oscar Mejia,Match Report,,16,2,,0,0,2021,Santos Laguna
